B_fighter,R_fighter,date,location,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,R_current_lose_streak,R_current_win_streak,B_total_rounds_fought,R_total_rounds_fought,B_wins,R_wins,B_Height_cms,R_Height_cms,B_Reach_cms,R_Reach_cms,B_Weight_lbs,R_Weight_lbs,B_age,R_age,elevation (ft),b_hot_or_not,r_hot_or_not,Winner_Blue,Winner_Red,title_bout_False,title_bout_True,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,weight_buckets_Heavy,weight_buckets_Light,weight_buckets_Middle
Marvin Eastman,Vitor Belfort,2003-06-06,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,1.0,0.0,0.0,9.0,0.0,5.0,175.26,182.88,185.42,187.96,185.0,185.0,31.0,26.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Chuck Liddell,Randy Couture,2003-06-06,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,7.0,2.0,0.0,17.0,24.0,8.0,7.0,187.96,185.42,193.04,190.5,205.0,205.0,33.0,39.0,2001,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Caol Uno,Hermes Franca,2003-09-26,"Las Vegas, Nevada, USA",Lightweight,3,1.0,0.0,0.0,1.0,18.0,3.0,3.0,1.0,170.18,167.64,177.8,180.34,155.0,155.0,28.0,29.0,2001,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
David Loiseau,Jorge Rivera,2003-09-26,"Las Vegas, Nevada, USA",Middleweight,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,182.88,185.42,193.04,185.42,185.0,185.0,23.0,31.0,2001,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Vladimir Matyushenko,Andrei Arlovski,2003-09-26,"Las Vegas, Nevada, USA",Heavyweight,3,0.0,2.0,0.0,1.0,12.0,8.0,3.0,2.0,182.88,190.5,187.96,195.58,205.0,240.0,32.0,24.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Tito Ortiz,Randy Couture,2003-09-26,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,6.0,0.0,1.0,25.0,27.0,9.0,8.0,190.5,185.42,187.96,190.5,205.0,205.0,28.0,40.0,2001,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Jeff Curran,Matt Serra,2004-01-31,"Las Vegas, Nevada, USA",Lightweight,3,0.0,0.0,2.0,0.0,0.0,13.0,0.0,2.0,167.64,167.64,175.26,172.72,135.0,170.0,26.0,29.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Hermes Franca,Josh Thomson,2004-01-31,"Las Vegas, Nevada, USA",Lightweight,3,0.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,167.64,177.8,180.34,180.34,155.0,155.0,29.0,25.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Karo Parisyan,Georges St-Pierre,2004-01-31,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,177.8,180.34,182.88,193.04,170.0,185.0,21.0,22.0,2001,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Matt Hughes,BJ Penn,2004-01-31,"Las Vegas, Nevada, USA",Welterweight,5,0.0,6.0,1.0,0.0,22.0,18.0,8.0,5.0,175.26,175.26,185.42,177.8,170.0,155.0,30.0,25.0,2001,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
Randy Couture,Vitor Belfort,2004-01-31,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,2.0,0.0,1.0,32.0,10.0,9.0,6.0,185.42,182.88,190.5,187.96,205.0,185.0,40.0,26.0,2001,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Robbie Lawler,Nick Diaz,2004-04-02,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,1.0,11.0,3.0,4.0,1.0,180.34,185.42,187.96,193.04,170.0,185.0,22.0,20.0,2001,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Hermes Franca,Yves Edwards,2004-04-02,"Las Vegas, Nevada, USA",Lightweight,3,1.0,0.0,0.0,4.0,8.0,15.0,2.0,4.0,167.64,175.26,180.34,185.42,155.0,155.0,29.0,27.0,2001,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Tito Ortiz,Chuck Liddell,2004-04-02,"Las Vegas, Nevada, USA",Light Heavyweight,3,1.0,0.0,1.0,0.0,30.0,20.0,9.0,8.0,190.5,187.96,187.96,193.04,205.0,205.0,29.0,34.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Jay Hieron,Georges St-Pierre,2004-06-19,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,182.88,180.34,190.5,193.04,170.0,185.0,27.0,23.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Ivan Menjivar,Matt Serra,2004-06-19,"Las Vegas, Nevada, USA",Lightweight,3,0.0,0.0,0.0,1.0,0.0,16.0,0.0,3.0,167.64,167.64,162.56,172.72,145.0,170.0,22.0,30.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Phil Baroni,Evan Tanner,2004-06-19,"Las Vegas, Nevada, USA",Middleweight,3,2.0,0.0,0.0,1.0,11.0,12.0,3.0,7.0,175.26,182.88,182.88,187.96,170.0,185.0,28.0,33.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Tim Sylvia,Frank Mir,2004-06-19,"Las Vegas, Nevada, USA",Heavyweight,5,0.0,3.0,0.0,3.0,4.0,7.0,3.0,5.0,203.2,190.5,203.2,200.66,265.0,264.0,28.0,25.0,2001,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Dennis Hallman,Frank Trigg,2004-06-19,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,175.26,175.26,182.88,180.34,155.0,170.0,28.0,32.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Josh Thomson,Yves Edwards,2004-08-21,"Las Vegas, Nevada, USA",Lightweight,3,0.0,2.0,0.0,5.0,4.0,18.0,2.0,5.0,177.8,175.26,180.34,185.42,155.0,155.0,25.0,27.0,2001,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Nick Diaz,Karo Parisyan,2004-08-21,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,1.0,0.0,5.0,4.0,2.0,1.0,185.42,177.8,193.04,182.88,185.0,170.0,21.0,21.0,2001,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Joe Doerksen,Joe Riggs,2004-08-21,"Las Vegas, Nevada, USA",Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,182.88,190.5,177.8,185.0,185.0,26.0,21.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Vitor Belfort,Randy Couture,2004-08-21,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,2.0,1.0,0.0,11.0,33.0,7.0,9.0,182.88,185.42,187.96,190.5,185.0,205.0,27.0,41.0,2001,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Drew Fickett,Nick Diaz,2005-02-05,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,177.8,185.42,177.8,193.04,155.0,185.0,25.0,21.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Chris Lytle,Karo Parisyan,2005-02-05,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,1.0,9.0,7.0,2.0,2.0,180.34,177.8,172.72,182.88,170.0,170.0,30.0,22.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
James Irvin,Mike Kyle,2005-02-05,"Las Vegas, Nevada, USA",Heavyweight,3,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,187.96,193.04,190.5,195.58,205.0,205.0,26.0,24.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Tim Sylvia,Andrei Arlovski,2005-02-05,"Las Vegas, Nevada, USA",Heavyweight,5,1.0,0.0,0.0,3.0,5.0,11.0,3.0,4.0,203.2,190.5,203.2,195.58,265.0,240.0,28.0,26.0,2001,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Phil Baroni,Pete Sell,2005-02-05,"Las Vegas, Nevada, USA",Middleweight,3,3.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,175.26,180.34,182.88,190.5,170.0,170.0,28.0,22.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Vitor Belfort,Tito Ortiz,2005-02-05,"Las Vegas, Nevada, USA",Light Heavyweight,3,1.0,0.0,0.0,1.0,14.0,35.0,7.0,10.0,182.88,190.5,187.96,187.96,185.0,205.0,27.0,30.0,2001,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Kenny Florian,Diego Sanchez,2005-04-09,"Las Vegas, Nevada, USA",Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,177.8,187.96,182.88,145.0,170.0,28.0,23.0,2001,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Stephan Bonnar,Forrest Griffin,2005-04-09,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.04,190.5,198.12,195.58,205.0,205.0,28.0,26.0,2001,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Ken Shamrock,Rich Franklin,2005-04-09,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,1.0,0.0,3.0,18.0,5.0,7.0,3.0,185.42,185.42,182.88,190.5,205.0,185.0,41.0,30.0,2001,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Patrick Cote,Joe Doerksen,2005-04-16,"Las Vegas, Nevada, USA",Middleweight,3,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,180.34,182.88,180.34,190.5,170.0,185.0,25.0,27.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Jason Miller,Georges St-Pierre,2005-04-16,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,185.42,180.34,182.88,193.04,185.0,185.0,24.0,23.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Travis Lutter,Matt Lindland,2005-04-16,"Las Vegas, Nevada, USA",Middleweight,3,0.0,1.0,1.0,0.0,2.0,22.0,1.0,7.0,180.34,182.88,190.5,187.96,185.0,185.0,31.0,34.0,2001,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Frank Trigg,Matt Hughes,2005-04-16,"Las Vegas, Nevada, USA",Welterweight,5,0.0,2.0,0.0,2.0,4.0,27.0,2.0,10.0,175.26,175.26,180.34,185.42,170.0,170.0,32.0,31.0,2001,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
Randy Couture,Chuck Liddell,2005-04-16,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,1.0,0.0,2.0,36.0,23.0,10.0,10.0,185.42,187.96,190.5,193.04,205.0,205.0,41.0,35.0,2001,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Josh Neer,Drew Fickett,2005-08-06,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180.34,177.8,182.88,177.8,170.0,155.0,22.0,25.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Alex Karalexis,Kenny Florian,2005-08-06,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,172.72,177.8,167.64,187.96,155.0,145.0,27.0,29.0,2001,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Pete Sell,Nate Quarry,2005-08-06,"Las Vegas, Nevada, USA",Middleweight,3,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,180.34,182.88,190.5,182.88,170.0,185.0,23.0,33.0,2001,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
Patrick Cote,Chris Leben,2005-08-06,"Las Vegas, Nevada, USA",Middleweight,3,2.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,180.34,180.34,180.34,187.96,170.0,185.0,25.0,25.0,2001,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Terry Martin,James Irvin,2005-08-20,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,172.72,187.96,180.34,190.5,185.0,205.0,24.0,26.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Travis Lutter,Trevor Prangley,2005-08-20,"Las Vegas, Nevada, USA",Middleweight,3,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,180.34,185.42,190.5,190.5,185.0,185.0,32.0,32.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Joe Doerksen,Matt Lindland,2005-08-20,"Las Vegas, Nevada, USA",Middleweight,3,0.0,1.0,0.0,1.0,5.0,24.0,1.0,8.0,182.88,182.88,190.5,187.96,185.0,185.0,27.0,35.0,2001,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Frank Trigg,Georges St-Pierre,2005-08-20,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,0.0,1.0,5.0,8.0,2.0,3.0,175.26,180.34,180.34,193.04,170.0,185.0,33.0,24.0,2001,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Jeremy Horn,Chuck Liddell,2005-08-20,"Las Vegas, Nevada, USA",Light Heavyweight,5,1.0,0.0,0.0,3.0,8.0,24.0,4.0,11.0,185.42,187.96,187.96,193.04,185.0,205.0,29.0,35.0,2001,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Jay Hieron,Jonathan Goulet,2005-10-03,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.88,182.88,190.5,185.42,170.0,170.0,29.0,26.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Brock Larson,Jon Fitch,2005-10-03,"Las Vegas, Nevada, USA",Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,182.88,180.34,193.04,170.0,170.0,28.0,27.0,2001,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Thiago Alves,Spencer Fisher,2005-10-03,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,170.18,177.8,177.8,170.0,155.0,22.0,29.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Josh Koscheck,Drew Fickett,2005-10-03,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,177.8,177.8,185.42,177.8,170.0,155.0,27.0,25.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Evan Tanner,David Loiseau,2005-10-03,"Las Vegas, Nevada, USA",Middleweight,3,1.0,0.0,0.0,2.0,21.0,7.0,10.0,3.0,182.88,182.88,187.96,193.04,185.0,185.0,34.0,25.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Marcus Davis,Melvin Guillard,2005-11-05,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,175.26,177.8,172.72,170.0,155.0,32.0,22.0,2001,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Luke Cummo,Joe Stevenson,2005-11-05,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,170.18,187.96,177.8,170.0,145.0,25.0,23.0,2001,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
Nick Diaz,Diego Sanchez,2005-11-05,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,2.0,10.0,3.0,4.0,2.0,185.42,177.8,193.04,182.88,185.0,170.0,22.0,23.0,2001,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Keith Wisniewski,Nick Thompson,2005-11-19,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.42,190.5,187.96,170.0,170.0,24.0,24.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Trevor Prangley,Jeremy Horn,2005-11-19,"Las Vegas, Nevada, USA",Middleweight,3,0.0,2.0,2.0,0.0,5.0,12.0,2.0,4.0,185.42,185.42,190.5,187.96,185.0,185.0,33.0,30.0,2001,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Sean Sherk,Georges St-Pierre,2005-11-19,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,0.0,2.0,11.0,9.0,3.0,4.0,167.64,180.34,170.18,193.04,155.0,185.0,32.0,24.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Joe Riggs,Matt Hughes,2005-11-19,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,3.0,5.0,28.0,2.0,11.0,182.88,175.26,177.8,185.42,185.0,170.0,23.0,32.0,2001,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
Nate Quarry,Rich Franklin,2005-11-19,"Las Vegas, Nevada, USA",Middleweight,5,0.0,3.0,0.0,5.0,3.0,10.0,3.0,5.0,182.88,185.42,182.88,190.5,185.0,185.0,33.0,31.0,2001,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
Aaron Riley,Spencer Fisher,2006-01-16,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,172.72,170.18,175.26,177.8,155.0,155.0,25.0,29.0,2001,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Jonathan Goulet,Duane Ludwig,2006-01-16,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,182.88,177.8,185.42,177.8,170.0,170.0,26.0,27.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Melvin Guillard,Josh Neer,2006-01-16,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,175.26,180.34,172.72,182.88,155.0,170.0,22.0,22.0,2001,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Jorge Rivera,Chris Leben,2006-01-16,"Las Vegas, Nevada, USA",Middleweight,3,0.0,1.0,0.0,3.0,10.0,5.0,2.0,3.0,185.42,180.34,185.42,187.96,185.0,185.0,33.0,25.0,2001,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Drew Fickett,Joshua Burkman,2006-01-16,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,177.8,177.8,177.8,182.88,155.0,170.0,26.0,25.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
James Irvin,Stephan Bonnar,2006-01-16,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,1.0,0.0,1.0,3.0,6.0,1.0,1.0,187.96,193.04,190.5,198.12,205.0,205.0,27.0,28.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Elvis Sinosic,Alessio Sakara,2006-02-04,"Las Vegas, Nevada, USA",Light Heavyweight,3,4.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,190.5,182.88,195.58,182.88,205.0,185.0,34.0,24.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Nick Diaz,Joe Riggs,2006-02-04,"Las Vegas, Nevada, USA",Welterweight,3,1.0,0.0,1.0,0.0,13.0,6.0,4.0,2.0,185.42,182.88,193.04,177.8,185.0,185.0,22.0,23.0,2001,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Randy Couture,Chuck Liddell,2006-02-04,"Las Vegas, Nevada, USA",Light Heavyweight,5,0.0,1.0,0.0,4.0,40.0,28.0,11.0,12.0,185.42,187.96,190.5,193.04,205.0,205.0,42.0,36.0,2001,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Rob MacDonald,Jason Lambert,2006-03-04,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,190.5,198.12,190.5,205.0,185.0,27.0,30.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Spencer Fisher,Sam Stout,2006-03-04,"Las Vegas, Nevada, USA",Lightweight,3,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,170.18,175.26,177.8,177.8,155.0,155.0,29.0,21.0,2001,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Yves Edwards,Mark Hominick,2006-03-04,"Las Vegas, Nevada, USA",Lightweight,3,0.0,6.0,0.0,0.0,19.0,0.0,6.0,0.0,175.26,172.72,185.42,172.72,155.0,145.0,29.0,23.0,2001,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Joe Doerksen,Nate Marquardt,2006-03-04,"Las Vegas, Nevada, USA",Middleweight,3,1.0,0.0,0.0,1.0,8.0,3.0,1.0,1.0,182.88,182.88,190.5,187.96,185.0,185.0,28.0,26.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
BJ Penn,Georges St-Pierre,2006-03-04,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,3.0,19.0,11.0,6.0,5.0,175.26,180.34,177.8,193.04,155.0,185.0,27.0,24.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
David Loiseau,Rich Franklin,2006-03-04,"Las Vegas, Nevada, USA",Middleweight,5,0.0,3.0,0.0,6.0,9.0,11.0,4.0,6.0,182.88,185.42,193.04,190.5,185.0,185.0,26.0,31.0,2001,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Trevor Prangley,Chael Sonnen,2006-04-06,"Las Vegas, Nevada, USA",Middleweight,3,1.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,185.42,185.42,190.5,187.96,185.0,205.0,33.0,29.0,2001,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Joshua Burkman,Jon Fitch,2006-04-06,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,177.8,182.88,182.88,193.04,170.0,170.0,25.0,28.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Luigi Fioravanti,Chris Leben,2006-04-06,"Las Vegas, Nevada, USA",Middleweight,3,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,172.72,180.34,177.8,187.96,170.0,185.0,25.0,25.0,2001,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Joe Stevenson,Josh Neer,2006-04-06,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,170.18,180.34,177.8,182.88,145.0,170.0,23.0,23.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Keith Jardine,Stephan Bonnar,2006-04-06,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,2.0,0.0,2.0,5.0,7.0,2.0,2.0,187.96,193.04,193.04,198.12,185.0,205.0,30.0,29.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Jesse Forbes,Matt Hamill,2006-06-24,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,185.42,190.5,193.04,185.0,205.0,21.0,29.0,2001,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Wilson Gouveia,Keith Jardine,2006-06-24,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,185.42,187.96,193.04,193.04,185.0,185.0,27.0,30.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Ed Herman,Kendall Grove,2006-06-24,"Las Vegas, Nevada, USA",Middleweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,198.12,195.58,200.66,205.0,185.0,25.0,23.0,2001,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Sam Stout,Kenny Florian,2006-06-24,"Las Vegas, Nevada, USA",Lightweight,3,0.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,175.26,177.8,177.8,187.96,155.0,145.0,22.0,30.0,2001,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Thiago Alves,Jon Fitch,2006-06-28,"Las Vegas, Nevada, USA",Welterweight,3,0.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,175.26,182.88,177.8,193.04,170.0,170.0,22.0,28.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Jorge Gurgel,Mark Hominick,2006-06-28,"Las Vegas, Nevada, USA",Lightweight,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,170.18,172.72,175.26,172.72,155.0,145.0,29.0,23.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Stephan Bonnar,Rashad Evans,2006-06-28,"Las Vegas, Nevada, USA",Light Heavyweight,3,0.0,3.0,0.0,2.0,10.0,6.0,3.0,2.0,193.04,182.88,198.12,190.5,205.0,205.0,29.0,26.0,2001,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Chris Leben,Anderson Silva,2006-06-28,"Las Vegas, Nevada, USA",Middleweight,3,0.0,5.0,0.0,0.0,9.0,0.0,5.0,0.0,180.34,187.96,187.96,195.58,185.0,185.0,25.0,31.0,2001,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Luke Cummo,Jonathan Goulet,2006-06-28,"Las Vegas, Nevada, USA",Welterweight,3,0.0,1.0,1.0,0.0,6.0,4.0,1.0,1.0,182.88,182.88,187.96,185.42,170.0,170.0,26.0,26.0,2001,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Kurt Pellegrino,Drew Fickett,2006-07-08,"Las Vegas, Nevada, USA",Welterweight,3,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,172.72,177.8,177.8,177.8,155.0,155.0,27.0,26.0,2001,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Anthony Perosh,Jeff Monson,2006-07-08,"Las Vegas, Nevada, USA",Heavyweight,3,0.0,0.0,0.0,2.0,0.0,12.0,0.0,3.0,190.5,175.26,190.5,187.96,205.0,247.0,33.0,35.0,2001,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Yves Edwards,Joe Stevenson,2006-07-08,"Las Vegas, Nevada, USA",Lightweight,3,1.0,0.0,1.0,0.0,21.0,6.0,6.0,1.0,175.26,170.18,185.42,177.8,155.0,145.0,29.0,24.0,2001,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
